name,Tel,region,address,class,longitude,latitude,name_pinyin,address_pinyin,region_pinyin
北京青年Travel Agency,63987730;4006556968,公主坟/万寿路,羊坊店街道羊坊店路11号中东大厦南楼304号（近军事博物馆）,Travel Agency,116.320744,39.903224,bei jing qing nian T r a v e l   A g e n c y,yang fang dian jie dao yang fang dian lu 11 hao zhong dong da sha nan lou 304 hao （ jin jun shi bo wu guan ）,gong zhu fen / wan shou lu
抱璞斋,,宣武门,南新华街琉璃厂文化街(和平门地铁站C1东南口步行490米),Art Gallery,116.384315,39.895679,bao pu zhai,nan xin hua jie liu li chang wen hua jie ( he ping men di tie zhan C 1 dong nan kou bu xing 490 mi ),xuan wu men
白乙化烈士纪念馆,61025708,桃源仙谷,琉辛路与河北路交叉东行100米,Memorial Hall,116.826996,40.565166,bai yi hua lie shi ji nian guan,liu xin lu yu he bei lu jiao cha dong xing 100 mi,tao yuan xian gu
槐新公园,,草桥/公益西桥,南四环中路142号,City Park,116.362152,39.825634,huai xin gong yuan,nan si huan zhong lu 142 hao,cao qiao / gong yi xi qiao
美术馆街心公园,64011816,东四,美术馆东街,City Park,116.410896,39.925842,mei zhu guan jie xin gong yuan,mei zhu guan dong jie,dong si
钓鱼台国际Travel Agency,64465840,左家庄,西坝河南路3号C座,Travel Agency,116.43409,39.958996,diao yu tai guo ji T r a v e l   A g e n c y,xi ba he nan lu 3 hao C zuo,zuo jia zhuang
妫水公园,,延庆区其他,东外小区,City Park,115.96096,40.456078,gui shui gong yuan,dong wai xiao qu,yan qing qu qi ta
沙厂水库,,密云区其他,京承高速穆家寨出口附近近羊山桥,Modern Building,117.037777,40.394687,sha chang shui ku,jing cheng gao su mu jia zhai chu kou fu jin jin yang shan qiao,mi yun qu qi ta
旺兴湖郊野公园,,旧宫,绿化隔离区内（近庑殿路）,City Park,116.436096,39.814407,wang xing hu jiao ye gong yuan,lv hua ge li qu nei （ jin wu dian lu ）,jiu gong
盘龙瀑风景区,60928604;84924248,盘山风景名胜区,南山村,Natural Scenery,117.276268,40.128929,pan long pu feng jing qu,nan shan cun,pan shan feng jing ming sheng qu
云瀑沟风景区,159****6098,延庆区其他,旧县镇香龙路三里庄村,Natural Scenery,116.039013,40.587158,yun pu gou feng jing qu,jiu xian zhen xiang long lu san li zhuang cun,yan qing qu qi ta
永宁古城,60189799;133****0022,延庆区其他,昌赤路,Historical Building,116.165466,40.526501,yong ning gu cheng,chang chi lu,yan qing qu qi ta
北京紫砂艺术馆,63106239,宣武门,琉璃厂西街,Art Gallery,116.37925,39.895065,bei jing zi sha yi zhu guan,liu li chang xi jie,xuan wu men
福地广场,,广内大街,菜市口大街1号,Park/Square,116.373611,39.887337,fu di guang chang,cai shi kou da jie 1 hao,guang nei da jie
东城毛泽东故居,,地安门,景山吉安所左巷8号,Former Residence of Celebrity,116.400665,39.92926,dong cheng mao ze dong gu ju,jing shan ji an suo zuo xiang 8 hao,di an men
上水湾自然风景区,81060280,密云区其他,西火路,Natural Scenery,116.89632,40.63794,shang shui wan zi ran feng jing qu,xi huo lu,mi yun qu qi ta
回龙园,81717050,回龙观,龙禧三街与育知路交叉口西北角,City Park,116.324913,40.082851,hui long yuan,long xi san jie yu yu zhi lu jiao cha kou xi bei jiao,hui long guan
旺泉峪长城,,渤海镇/慕田峪长城,怀柔响水湖,Historical Building,116.454312,40.452563,wang quan yu chang cheng,huai rou xiang shui hu,bo hai zhen / mu tian yu chang cheng
河防口长城,,怀北滑雪场,怀北镇河防口村（青龙峡）,Historical Building,116.67498,40.433334,he fang kou chang cheng,huai bei zhen he fang kou cun （ qing long xia ）,huai bei hua xue chang
巴旅天翔Travel Agency,52980136,六里桥/丽泽桥,莲花池西里29号公交调度中心906室,Travel Agency,116.305037,39.890477,ba lv tian xiang T r a v e l   A g e n c y,lian hua chi xi li 29 hao gong jiao diao du zhong xin 906 shi,liu li qiao / li ze qiao
孚郡王墓,,海淀区,北,Acient Ruins,116.114695,40.075295,fu jun wang mu,bei,hai dian qu
西单美食街,,西单,西单北大街109号西单婚庆大楼2楼（西单商场对面）,Leisure Block,116.37326,39.914101,xi dan mei shi jie,xi dan bei da jie 109 hao xi dan hun qing da lou 2 lou （ xi dan shang chang dui mian ）,xi dan
黄松峪水库,,石林峡,黄松峪乡胡关路黄松峪水库,Modern Building,117.250771,40.247849,huang song yu shui ku,huang song yu xiang hu guan lu huang song yu shui ku,shi lin xia
宣武区青少年Science Museum,63174940,宣武门,宣武门外大街137号,Science Museum,116.372818,39.897312,xuan wu qu qing shao nian S c i e n c e   M u s e u m,xuan wu men wai da jie 137 hao,xuan wu men
映画廊,59789029,798/大山子,酒仙桥路4号北京798艺术区七星中街,Exhibition Centre,116.496452,39.982174,ying hua lang,jiu xian qiao lu 4 hao bei jing 798 yi zhu qu qi xing zhong jie,798 / da shan zi
椒园寺遗址,,门头沟区,龙泉地区,Religion,116.076269,39.974959,jiao yuan si yi zhi,long quan di qu,men tou gou qu
牛口峪水库,,城关街道,西环路与房山大街交叉口西400米,Modern Building,115.964859,39.7019,niu kou yu shui ku,xi huan lu yu fang shan da jie jiao cha kou xi 400 mi,cheng guan jie dao
松榆里公园,,劲松/潘家园,松榆里33号,Park/Square,116.470146,39.874702,song yu li gong yuan,song yu li 33 hao,jing song / pan jia yuan
镇海寺郊野公园,,十八里店,小红门红坊路,City Park,116.487053,39.82877,zhen hai si jiao ye gong yuan,xiao hong men hong fang lu,shi ba li dian
国防艺术区,89579319,宋庄,徐宋路与小堡北街交叉口北40米,Leisure Block,116.723671,39.951771,guo fang yi zhu qu,xu song lu yu xiao bao bei jie jiao cha kou bei 40 mi,song zhuang
凯撒旅游,56496576,百子湾,西大望路甲22号合生汇写字楼四层（近世贸天阶东门）,Travel Agency,116.4814,39.893639,kai sa lv you,xi da wang lu jia 22 hao he sheng hui xie zi lou si ceng （ jin shi mao tian jie dong men ）,bai zi wan
海洋国际Travel Agency,68227318,公主坟/万寿路,复兴路乙20号汇通商务楼44号楼625室,Travel Agency,116.299534,39.906739,hai yang guo ji T r a v e l   A g e n c y,fu xing lu yi 20 hao hui tong shang wu lou 44 hao lou 625 shi,gong zhu fen / wan shou lu
中国科学国际Travel Agency,153****9735,中关村,中关村南三街15号中国科学院内,Travel Agency,116.327248,39.979911,zhong guo ke xue guo ji T r a v e l   A g e n c y,zhong guan cun nan san jie 15 hao zhong guo ke xue yuan nei,zhong guan cun
万泉文化公园,,苏州桥,中直东路（近万泉河路）,Cultural Park,116.301346,39.991497,wan quan wen hua gong yuan,zhong zhi dong lu （ jin wan quan he lu ）,su zhou qiao
台湾会馆,,前门/大栅栏,前门东大街大江胡同114号,Historical Building,116.400558,39.894604,tai wan hui guan,qian men dong da jie da jiang hu tong 114 hao,qian men / da zha lan
西湖园,,首都机场,二纬路与一经路交叉口西北角,City Park,116.607964,40.04882,xi hu yuan,er wei lu yu yi jing lu jiao cha kou xi bei jiao,shou du ji chang
北京鹿世界主题园,60684757;135****5946,怀柔电影旅游拍摄基地,安乐庄312号,Zoo,116.701949,40.294848,bei jing lu shi jie zhu ti yuan,an le zhuang 312 hao,huai rou dian ying lv you pai she ji di
海淀清真古寺,62558296,苏州桥,苏州街19号（苏州街地铁站A西北口步行440米）,Religion,116.305481,39.978794,hai dian qing zhen gu si,su zhou jie 19 hao （ su zhou jie di tie zhan A xi bei kou bu xing 440 mi ）,su zhou qiao
古城草堂,61611046,渤海镇/慕田峪长城,雁栖镇西栅子村南吉利,Historical Building,116.534431,40.46846,gu cheng cao tang,yan qi zhen xi zha zi cun nan ji li,bo hai zhen / mu tian yu chang cheng
草场地美术馆,64325598,798/大山子,机场辅路草场地美术馆b区46号（近798艺术区）,Art Gallery,116.503349,40.000275,cao chang di mei zhu guan,ji chang fu lu cao chang di mei zhu guan b qu 46 hao （ jin 798 yi zhu qu ）,798 / da shan zi
安定门京城老物件陈列室,,地安门,铃铛胡同甲4号,Exhibition Gallery,116.394844,39.942371,an ding men jing cheng lao wu jian chen lie shi,ling dang hu tong jia 4 hao,di an men
转山子水库,,密云区其他,水库北岸不老屯镇转山子村,Modern Building,116.922903,40.586653,zhuan shan zi shui ku,shui ku bei an bu lao tun zhen zhuan shan zi cun,mi yun qu qi ta
关渡河,,红螺寺,方向山路旁河滩,Other Attractions/Side Trip,116.564105,40.362936,guan du he,fang xiang shan lu pang he tan,hong luo si
美国使馆旧址,,前门/大栅栏,东华门街道前门东大街23号,Historical Building,116.401421,39.90081,mei guo shi guan jiu zhi,dong hua men jie dao qian men dong da jie 23 hao,qian men / da zha lan
北京青年Travel Agency,57227822;186****8810,六里桥/丽泽桥,丰台北路甲45号鼎恒中心商务楼,Travel Agency,116.300377,39.867039,bei jing qing nian T r a v e l   A g e n c y,feng tai bei lu jia 45 hao ding heng zhong xin shang wu lou,liu li qiao / li ze qiao
南海子公园,52386316;150****2905,大兴区,瀛海镇黄亦路16号,City Park,116.463761,39.777974,nan hai zi gong yuan,ying hai zhen huang yi lu 16 hao,da xing qu
北京青年Travel Agency,188****1206,双井,广渠门外大街8号A座1804室,Travel Agency,116.458572,39.892921,bei jing qing nian T r a v e l   A g e n c y,guang qu men wai da jie 8 hao A zuo 1804 shi,shuang jing
大运河森林公园,61569200,通州区,通怀路大运河森林公园,Forest Park,116.747147,39.870612,da yun he sen lin gong yuan,tong huai lu da yun he sen lin gong yuan,tong zhou qu
安外清真寺,84128869,安定门,安定门外大街青年湖南里上龙西里24号楼,Religion,116.405785,39.953476,an wai qing zhen si,an ding men wai da jie qing nian hu nan li shang long xi li 24 hao lou,an ding men
崇效寺,63541481,广内大街,白纸坊西街枣林西里,Religion,116.356964,39.882118,chong xiao si,bai zhi fang xi jie zao lin xi li,guang nei da jie
马甸清真寺,,牡丹园/北太平庄,马甸南村7号,Religion,116.378609,39.969196,ma dian qing zhen si,ma dian nan cun 7 hao,mu dan yuan / bei tai ping zhuang
汉路县城遗址,,宋庄,潞源北街与景行路交叉口西南角,Acient Ruins,116.725616,39.913708,han lu xian cheng yi zhi,lu yuan bei jie yu jing xing lu jiao cha kou xi nan jiao,song zhuang
北京青年Travel Agency,84848084,天通苑,立汤路186号龙德紫金公寓3-418（近龙德广场）,Travel Agency,116.414428,40.061943,bei jing qing nian T r a v e l   A g e n c y,li tang lu 186 hao long de zi jin gong yu 3 - 418 （ jin long de guang chang ）,tian tong yuan
白浮泉公园,,昌平镇,白浮泉路与南丰路交汇处,City Park,116.268837,40.212231,bai fu quan gong yuan,bai fu quan lu yu nan feng lu jiao hui chu,chang ping zhen
京城槐园,,东坝,姚家园路石油加油站对面,City Park,116.571297,39.942875,jing cheng huai yuan,yao jia yuan lu shi you jia you zhan dui mian,dong ba
京城梨园,85574859,朝阳区,平房地区姚家园路与东五环路交汇处东南角,City Park,116.550808,39.933832,jing cheng li yuan,ping fang di qu yao jia yuan lu yu dong wu huan lu jiao hui chu dong nan jiao,zhao yang qu
博大公园,,亦庄,天华南街,City Park,116.503296,39.796375,bo da gong yuan,tian hua nan jie,yi zhuang
北京西山国家森林公园,62720251;62720252,香山/植物园,闵庄路与香山南路交叉口西100米,Forest Park,116.192901,39.974997,bei jing xi shan guo jia sen lin gong yuan,min zhuang lu yu xiang shan nan lu jiao cha kou xi 100 mi,xiang shan / zhi wu yuan
众信旅游,65505598,大望路,东四环中路58号远洋国际中心a座108号,Travel Agency,116.49128,39.914627,zhong xin lv you,dong si huan zhong lu 58 hao yuan yang guo ji zhong xin a zuo 108 hao,da wang lu
众信旅游,66033678;66033698,西单,宣武门内大街宣武门商务酒店北侧约160米,Travel Agency,116.374788,39.900705,zhong xin lv you,xuan wu men nei da jie xuan wu men shang wu jiu dian bei ce yue 160 mi,xi dan
众信旅游,59203838,望京,阜荣街8号院1号楼1层A座01A,Travel Agency,116.48191,39.988884,zhong xin lv you,fu rong jie 8 hao yuan 1 hao lou 1 ceng A zuo 01 A,wang jing
众信旅游,64400877,安定门,安定门外大街183-10号京宝花园一层,Travel Agency,116.407677,39.952663,zhong xin lv you,an ding men wai da jie 183 - 10 hao jing bao hua yuan yi ceng,an ding men
飞扬Travel Agency,82387319,五道口,学院路六所大厦5层,Travel Agency,116.352231,40.001371,fei yang T r a v e l   A g e n c y,xue yuan lu liu suo da sha 5 ceng,wu dao kou
静之湖石涌泉汤泉中心,61709988,昌平区,兴寿镇桃峪口村桃下路静之湖度假酒店内,Hot Spring,116.440964,40.241718,jing zhi hu shi yong quan tang quan zhong xin,xing shou zhen tao yu kou cun tao xia lu jing zhi hu du jia jiu dian nei,chang ping qu
北京青年Travel Agency,57296736,广渠门内,国瑞北路20号,Travel Agency,116.425316,39.898891,bei jing qing nian T r a v e l   A g e n c y,guo rui bei lu 20 hao,guang qu men nei
江水泉公园,69185370,延庆城区,广兴街人民检察院北,City Park,115.977783,40.483253,jiang shui quan gong yuan,guang xing jie ren min jian cha yuan bei,yan qing cheng qu
段祺瑞宅,,朝阳门,仓南胡同5号,Historical Building,116.430283,39.928383,duan qi rui zhai,cang nan hu tong 5 hao,zhao yang men
洪承畴宅,68003887,地安门,地安门东大街南锣鼓巷59号,Historical Building,116.402809,39.938251,hong cheng chou zhai,di an men dong da jie nan luo gu xiang 59 hao,di an men
荣禄故居,,地安门,交道口菊儿胡同3号,Former Residence of Celebrity,116.407639,39.939346,rong lu gu ju,jiao dao kou ju er hu tong 3 hao,di an men
嵩祝寺及智珠寺,,东四,景山后街嵩祝院北巷23号,Religion,116.403999,39.928387,song zhu si ji zhi zhu si,jing shan hou jie song zhu yuan bei xiang 23 hao,dong si
大公主府,,密云县县城,美术馆后街23号,Historical Building,116.839584,40.380795,da gong zhu fu,mei zhu guan hou jie 23 hao,mi yun xian xian cheng
正源清真寺,66251966,新街口,冠英园西区40号,Religion,116.365997,39.937061,zheng yuan qing zhen si,guan ying yuan xi qu 40 hao,xin jie kou
端郡王府,,阜成门,平安里西大街43号,Historical Building,116.36145,39.933865,duan jun wang fu,ping an li xi da jie 43 hao,fu cheng men
棍贝子府,,新街口,新街口东街31号积水潭医院内,Historical Building,116.375862,39.943863,gun bei zi fu,xin jie kou dong jie 31 hao ji shui tan yi yuan nei,xin jie kou
南岗子天主教堂,67143341,广渠门内,永生巷6号,Religion,116.427727,39.88924,nan gang zi tian zhu jiao tang,yong sheng xiang 6 hao,guang qu men nei
利马窦墓,,阜成门,车公庄大街6号北京行政学院校园内,Acient Ruins,116.34771,39.93055,li ma dou mu,che gong zhuang da jie 6 hao bei jing xing zheng xue yuan xiao yuan nei,fu cheng men
星光影视园,60295656,西红门,北兴路东段2号,Film Base,116.361415,39.773271,xing guang ying shi yuan,bei xing lu dong duan 2 hao,xi hong men
北京科学中心,83059999,牡丹园/北太平庄,北辰路9号院,Science Museum,116.392632,39.970196,bei jing ke xue zhong xin,bei chen lu 9 hao yuan,mu dan yuan / bei tai ping zhuang
立水桥公园,,立水桥,安立路（近明天第一城）,City Park,116.40979,40.051392,li shui qiao gong yuan,an li lu （ jin ming tian di yi cheng ）,li shui qiao
青龙山旅游区,69909090,平谷区,大旺务村东688号,Natural Scenery,117.149486,40.079371,qing long shan lv you qu,da wang wu cun dong 688 hao,ping gu qu
密云吉祥寺,81090100,密云区其他,不老屯镇吉祥寺路边庄子村（近不老湖风景区）,Religion,116.967262,40.606071,mi yun ji xiang si,bu lao tun zhen ji xiang si lu bian zhuang zi cun （ jin bu lao hu feng jing qu ）,mi yun qu qi ta
番字石刻,,密云区其他,西火路番字牌小学东侧约110米,Acient Ruins,116.891258,40.739674,fan zi shi ke,xi huo lu fan zi pai xiao xue dong ce yue 110 mi,mi yun qu qi ta
神农峪风景区,,密云区其他,穆家峪镇峪村闸,Natural Scenery,117.035255,40.438465,shen nong yu feng jing qu,mu jia yu zhen yu cun zha,mi yun qu qi ta
福佑寺,,东城区,北长街20号,Religion,116.391441,39.920055,fu you si,bei chang jie 20 hao,dong cheng qu
欧美同学会会址,65257647,王府井/东单,东华门街道南河沿大街111号,Human Heritage,116.406529,39.90911,ou mei tong xue hui hui zhi,dong hua men jie dao nan he yan da jie 111 hao,wang fu jing / dong dan
胜泉亲水湾旅游景区,61948649,平谷区,华西路与泉水浴北路交叉口东南方向423米,Natural Scenery,117.100555,40.297546,sheng quan qin shui wan lv you jing qu,hua xi lu yu quan shui yu bei lu jiao cha kou dong nan fang xiang 423 mi,ping gu qu
轩辕庙遗址,,平谷区,山东庄镇轩辕路2号,Acient Ruins,117.159613,40.193694,xuan yuan miao yi zhi,shan dong zhuang zhen xuan yuan lu 2 hao,ping gu qu
牛栏山清真寺,,马坡牛栏山镇,昌金路牛栏山东口公交站,Religion,116.658798,40.2127,niu lan shan qing zhen si,chang jin lu niu lan shan dong kou gong jiao zhan,ma po niu lan shan zhen
回民营清真寺,,后沙峪,裕安路后沙峪安路,Religion,116.54274,40.118389,hui min ying qing zhen si,yu an lu hou sha yu an lu,hou sha yu
侯宝林故居,,东四,东四头条19号,Former Residence of Celebrity,116.419052,39.925117,hou bao lin gu ju,dong si tou tiao 19 hao,dong si
